Gene,V,F,R,T,O_max
Gene_7023,1.0,8.0,3.3058161350844273,8.5,0
Gene_7022,1.0,8.0,4.063789868667918,8.5,0
Gene_7021,1.0,8.0,5.77016885553471,8.5,0
Gene_7020,1.0,8.0,6.176360225140714,8.5,0
Gene_7019,1.0,8.0,4.669793621013133,8.5,0
Gene_7018,1.0,8.0,5.161350844277673,8.5,0
Gene_7017,1.0,8.0,6.347091932457786,8.5,0
Gene_7016,1.0,8.0,6.471857410881801,8.5,0
Gene_7015,1.0,8.0,5.174484052532833,8.5,0
Gene_7014,1.0,8.0,5.22514071294559,8.5,0
Gene_7013,1.0,8.0,4.643527204502814,8.5,0
Gene_7012,1.0,8.0,3.645403377110694,8.5,0
Gene_7011,1.0,8.0,6.313320825515948,8.5,0
Gene_7010,1.0,8.0,4.710131332082551,8.5,0
Gene_7009,1.0,8.0,4.684803001876173,8.5,0
Gene_7008,1.0,8.0,4.366791744840525,8.5,0
Gene_7039,1.0,8.0,5.054409005628518,8.5,0
Gene_7038,1.0,8.0,4.723264540337711,8.5,0
Gene_7037,1.0,8.0,5.653846153846153,8.5,0
Gene_7036,1.0,8.0,7.531894934333959,8.5,0
Gene_7035,1.0,8.0,4.3320825515947465,8.5,0
Gene_7034,1.0,8.0,5.5797373358348965,8.5,0
Gene_7033,1.0,8.0,6.398686679174484,8.5,0
Gene_7032,1.0,8.0,5.291744840525329,8.5,0
Gene_7031,1.0,8.0,5.337711069418386,8.5,0
Gene_7030,1.0,8.0,4.49155722326454,8.5,0
Gene_7029,1.0,8.0,4.2560975609756095,8.5,0
Gene_7028,1.0,8.0,3.371482176360225,8.5,0
Gene_7027,1.0,8.0,3.720450281425891,8.5,0
Gene_7026,1.0,8.0,4.440900562851782,8.5,0
Gene_7025,1.0,8.0,4.1557223264540335,8.5,0
Gene_7024,1.0,8.0,3.9080675422138835,8.5,0
Gene_7055,1.0,8.0,5.923076923076923,8.5,0
Gene_7054,1.0,8.0,3.784240150093808,8.5,0
Gene_7053,1.0,8.0,6.090994371482177,8.5,0
Gene_7052,1.0,8.0,5.066604127579737,8.5,0
Gene_7051,1.0,8.0,5.963414634146341,8.5,0
Gene_7050,1.0,8.0,5.326454033771108,8.5,0
Gene_7049,1.0,8.0,4.098499061913696,8.5,0
Gene_7048,1.0,8.0,4.74671669793621,8.5,0
Gene_7047,1.0,8.0,5.51031894934334,8.5,0
Gene_7046,1.0,8.0,4.721388367729832,8.5,0
Gene_7045,1.0,8.0,4.328330206378987,8.5,0
Gene_7044,1.0,8.0,3.9118198874296435,8.5,0
Gene_7043,1.0,8.0,4.864915572232645,8.5,0
Gene_7042,1.0,8.0,5.879924953095685,8.5,0
Gene_7041,1.0,8.0,4.949343339587243,8.5,0
Gene_7040,1.0,8.0,4.575046904315197,8.5,0
Gene_7071,1.0,8.0,4.793621013133208,8.5,0
Gene_7070,1.0,8.0,3.782363977485929,8.5,0
Gene_7069,1.0,8.0,4.973733583489681,8.5,0
Gene_7068,1.0,8.0,4.322701688555347,8.5,0
Gene_7067,1.0,8.0,3.4615384615384617,8.5,0
Gene_7066,1.0,8.0,6.098499061913696,8.5,0
Gene_7065,1.0,8.0,4.780487804878049,8.5,0
Gene_7064,1.0,8.0,5.634146341463415,8.5,0
Gene_7063,1.0,8.0,4.326454033771107,8.5,0
Gene_7062,1.0,8.0,5.180112570356473,8.5,0
Gene_7061,1.0,8.0,5.070356472795497,8.5,0
Gene_7060,1.0,8.0,4.1876172607879925,8.5,0
Gene_7059,1.0,8.0,3.952157598499062,8.5,0
Gene_7058,1.0,8.0,5.0722326454033775,8.5,0
Gene_7057,1.0,8.0,5.428705440900563,8.5,0
Gene_7056,1.0,8.0,4.843339587242026,8.5,0
Gene_7087,1.0,8.0,4.414634146341464,8.5,0
Gene_7086,1.0,8.0,4.710131332082551,8.5,0
Gene_7085,1.0,8.0,4.548780487804878,8.5,0
Gene_7084,1.0,8.0,4.917448405253284,8.5,0
Gene_7083,1.0,8.0,4.24671669793621,8.5,0
Gene_7082,1.0,8.0,5.906191369606004,8.5,0
Gene_7081,1.0,8.0,3.7729831144465287,8.5,0
Gene_7080,1.0,8.0,5.860225140712946,8.5,0
Gene_7079,1.0,8.0,6.0525328330206385,8.5,0
Gene_7078,1.0,8.0,5.507504690431519,8.5,0
Gene_7077,1.0,8.0,4.828330206378987,8.5,0
Gene_7076,1.0,8.0,5.7804878048780495,8.5,0
Gene_7075,1.0,8.0,6.703564727954971,8.5,0
Gene_7074,1.0,8.0,3.9052532833020637,8.5,0
Gene_7073,1.0,8.0,5.541275797373358,8.5,0
Gene_7072,1.0,8.0,6.697936210131332,8.5,0
Gene_7103,1.0,8.0,5.338649155722326,8.5,0
Gene_7102,1.0,8.0,5.169793621013134,8.5,0
Gene_7101,1.0,8.0,4.235459662288931,8.5,0
Gene_7100,1.0,8.0,6.101313320825517,8.5,0
Gene_7099,1.0,8.0,4.516885553470919,8.5,0
Gene_7098,1.0,8.0,3.9343339587242028,8.5,0
Gene_7097,1.0,8.0,5.5009380863039405,8.5,0
Gene_7096,1.0,8.0,3.720450281425891,8.5,0
Gene_7095,1.0,8.0,3.2363977485928705,8.5,0
Gene_7094,1.0,8.0,3.181050656660412,8.5,0
Gene_7093,1.0,8.0,4.76547842401501,8.5,0
Gene_7092,1.0,8.0,3.894934333958724,8.5,0
Gene_7091,1.0,8.0,4.49437148217636,8.5,0
Gene_7090,1.0,8.0,5.958724202626642,8.5,0
Gene_7089,1.0,8.0,5.589118198874297,8.5,0
Gene_7088,1.0,8.0,5.031894934333959,8.5,0
Gene_7119,1.0,8.0,5.967166979362101,8.5,0
Gene_7118,1.0,8.0,3.127579737335835,8.5,0
Gene_7117,1.0,8.0,4.951219512195122,8.5,0
Gene_7116,1.0,8.0,4.601313320825516,8.5,0
Gene_7115,1.0,8.0,5.8564727954971865,8.5,0
Gene_7114,1.0,8.0,5.151969981238274,8.5,0
Gene_7113,1.0,8.0,4.469043151969982,8.5,0
Gene_7112,1.0,8.0,5.0675422138836765,8.5,0
Gene_7111,1.0,8.0,4.458724202626642,8.5,0
Gene_7110,1.0,8.0,4.913696060037523,8.5,0
Gene_7109,1.0,8.0,4.607879924953096,8.5,0
Gene_7108,1.0,8.0,5.600375234521576,8.5,0
Gene_7107,1.0,8.0,6.334896810506567,8.5,0
Gene_7106,1.0,8.0,5.417448405253284,8.5,0
Gene_7105,1.0,8.0,4.075046904315197,8.5,0
Gene_7104,1.0,8.0,6.227954971857411,8.5,0
Gene_7135,1.0,8.0,6.3686679174484055,8.5,0
Gene_7134,1.0,8.0,4.468105065666041,8.5,0
Gene_7133,1.0,8.0,4.478424015009381,8.5,0
Gene_7132,1.0,8.0,3.6135084427767348,8.5,0
Gene_7131,1.0,8.0,5.194183864915573,8.5,0
Gene_7130,1.0,8.0,5.567542213883677,8.5,0
Gene_7129,1.0,8.0,4.7073170731707314,8.5,0
Gene_7128,1.0,8.0,5.333958724202627,8.5,0
Gene_7127,1.0,8.0,5.4953095684803,8.5,0
Gene_7126,1.0,8.0,3.9418386491557222,8.5,0
Gene_7125,1.0,8.0,4.866791744840525,8.5,0
Gene_7124,1.0,8.0,5.6557223264540335,8.5,0
Gene_7123,1.0,8.0,6.221388367729832,8.5,0
Gene_7122,1.0,8.0,4.656660412757974,8.5,0
Gene_7121,1.0,8.0,4.0187617260787984,8.5,0
Gene_7120,1.0,8.0,5.407129455909944,8.5,0
Gene_7151,1.0,8.0,3.923076923076923,8.5,0
Gene_7150,1.0,8.0,4.601313320825516,8.5,0
Gene_7149,1.0,8.0,5.015009380863039,8.5,0
Gene_7148,1.0,8.0,5.2560975609756095,8.5,0
Gene_7147,1.0,8.0,4.768292682926829,8.5,0
Gene_7146,1.0,8.0,3.6266416510318944,8.5,0
Gene_7145,1.0,8.0,5.378986866791745,8.5,0
Gene_7144,1.0,8.0,4.48686679174484,8.5,0
Gene_7143,1.0,8.0,5.642589118198874,8.5,0
Gene_7142,1.0,8.0,4.928705440900563,8.5,0
Gene_7141,1.0,8.0,5.441838649155723,8.5,0
Gene_7140,1.0,8.0,4.9277673545966225,8.5,0
Gene_7139,1.0,8.0,5.829268292682927,8.5,0
Gene_7138,1.0,8.0,6.331144465290808,8.5,0
Gene_7137,1.0,8.0,4.878048780487805,8.5,0
Gene_7136,1.0,8.0,3.3621013133208253,8.5,0
Gene_7167,1.0,8.0,6.2879924953095685,8.5,0
Gene_7166,1.0,8.0,5.227954971857411,8.5,0
Gene_7165,1.0,8.0,5.463414634146342,8.5,0
Gene_7164,1.0,8.0,6.219512195121951,8.5,0
Gene_7163,1.0,8.0,4.167917448405253,8.5,0
Gene_7162,1.0,8.0,4.881801125703565,8.5,0
Gene_7161,1.0,8.0,5.448405253283301,8.5,0
Gene_7160,1.0,8.0,4.691369606003752,8.5,0
Gene_7159,1.0,8.0,3.9249530956848027,8.5,0
Gene_7158,1.0,8.0,6.210131332082551,8.5,0
Gene_7157,1.0,8.0,4.443714821763603,8.5,0
Gene_7156,1.0,8.0,4.932457786116323,8.5,0
Gene_7155,1.0,8.0,5.196060037523452,8.5,0
Gene_7154,1.0,8.0,5.678236397748593,8.5,0
Gene_7153,1.0,8.0,5.799249530956848,8.5,0
Gene_7152,1.0,8.0,4.8639774859287055,8.5,0
Gene_7183,1.0,8.0,4.909005628517823,8.5,0
Gene_7182,1.0,8.0,4.587242026266416,8.5,0
Gene_7181,1.0,8.0,4.342401500938086,8.5,0
Gene_7180,1.0,8.0,4.671669793621013,8.5,0
Gene_7179,1.0,8.0,4.74296435272045,8.5,0
Gene_7178,1.0,8.0,5.51219512195122,8.5,0
Gene_7177,1.0,8.0,3.99437148217636,8.5,0
Gene_7176,1.0,8.0,3.3292682926829267,8.5,0
Gene_7175,1.0,8.0,4.815196998123827,8.5,0
Gene_7174,1.0,8.0,5.26454033771107,8.5,0
Gene_7173,1.0,8.0,5.040337711069418,8.5,0
Gene_7172,1.0,8.0,4.322701688555347,8.5,0
Gene_7171,1.0,8.0,5.330206378986867,8.5,0
Gene_7170,1.0,8.0,4.4080675422138835,8.5,0
Gene_7169,1.0,8.0,2.9727954971857407,8.5,0
Gene_7168,1.0,8.0,5.016885553470919,8.5,0
Gene_7199,1.0,8.0,6.24859287054409,8.5,0
Gene_7198,1.0,8.0,5.130393996247655,8.5,0
Gene_7197,1.0,8.0,4.440900562851782,8.5,0
Gene_7196,1.0,8.0,4.963414634146341,8.5,0
Gene_7195,1.0,8.0,5.038461538461538,8.5,0
Gene_7194,1.0,8.0,4.366791744840525,8.5,0
Gene_7193,1.0,8.0,5.098499061913696,8.5,0
Gene_7192,1.0,8.0,5.875234521575985,8.5,0
Gene_7191,1.0,8.0,3.440900562851782,8.5,0
Gene_7190,1.0,8.0,5.283302063789868,8.5,0
Gene_7189,1.0,8.0,4.414634146341464,8.5,0
Gene_7188,1.0,8.0,4.74484052532833,8.5,0
Gene_7187,1.0,8.0,6.0966228893058165,8.5,0
Gene_7186,1.0,8.0,5.178236397748592,8.5,0
Gene_7185,1.0,8.0,4.3517823639774855,8.5,0
Gene_7184,1.0,8.0,4.620075046904315,8.5,0
Gene_7215,1.0,8.0,5.942776735459663,8.5,0
Gene_7214,1.0,8.0,5.934333958724203,8.5,0
Gene_7213,1.0,8.0,4.434333958724203,8.5,0
Gene_7212,1.0,8.0,3.8302063789868668,8.5,0
Gene_7211,1.0,8.0,5.946529080675422,8.5,0
Gene_7210,1.0,8.0,4.766416510318949,8.5,0
Gene_7209,1.0,8.0,5.195121951219512,8.5,0
Gene_7208,1.0,8.0,3.534709193245779,8.5,0
Gene_7207,1.0,8.0,4.956848030018762,8.5,0
Gene_7206,1.0,8.0,3.8367729831144466,8.5,0
Gene_7205,1.0,8.0,4.575984990619137,8.5,0
Gene_7204,1.0,8.0,4.9596622889305815,8.5,0
Gene_7203,1.0,8.0,5.947467166979362,8.5,0
Gene_7202,1.0,8.0,5.612570356472796,8.5,0
Gene_7201,1.0,8.0,4.1801125703564725,8.5,0
Gene_7200,1.0,8.0,6.194183864915573,8.5,0
Gene_7231,1.0,8.0,5.166041275797372,8.5,0
Gene_7230,1.0,8.0,5.329268292682928,8.5,0
Gene_7229,1.0,8.0,4.462476547842401,8.5,0
Gene_7228,1.0,8.0,4.73733583489681,8.5,0
Gene_7227,1.0,8.0,4.346153846153847,8.5,0
Gene_7226,1.0,8.0,6.51594746716698,8.5,0
Gene_7225,1.0,8.0,3.8292682926829267,8.5,0
Gene_7224,1.0,8.0,5.178236397748592,8.5,0
Gene_7223,1.0,8.0,4.524390243902439,8.5,0
Gene_7222,1.0,8.0,6.622889305816136,8.5,0
Gene_7221,1.0,8.0,5.00750469043152,8.5,0
Gene_7220,1.0,8.0,4.6360225140712945,8.5,0
Gene_7219,1.0,8.0,4.891181988742964,8.5,0
Gene_7218,1.0,8.0,3.559099437148218,8.5,0
Gene_7217,1.0,8.0,4.461538461538462,8.5,0
Gene_7216,1.0,8.0,4.348968105065666,8.5,0
Gene_7247,1.0,8.0,5.040337711069418,8.5,0
Gene_7246,1.0,8.0,3.947467166979362,8.5,0
Gene_7245,1.0,8.0,4.831144465290807,8.5,0
Gene_7244,1.0,8.0,6.468105065666041,8.5,0
Gene_7243,1.0,8.0,5.477485928705441,8.5,0
Gene_7242,1.0,8.0,4.75515947467167,8.5,0
Gene_7241,1.0,8.0,5.537523452157599,8.5,0
Gene_7240,1.0,8.0,5.5,8.5,0
Gene_7239,1.0,8.0,6.200750469043152,8.5,0
Gene_7238,1.0,8.0,5.117260787992496,8.5,0
Gene_7237,1.0,8.0,5.208255159474672,8.5,0
Gene_7236,1.0,8.0,4.876172607879925,8.5,0
Gene_7235,1.0,8.0,4.978424015009381,8.5,0
Gene_7234,1.0,8.0,6.803939962476548,8.5,0
Gene_7233,1.0,8.0,5.702626641651031,8.5,0
Gene_7232,1.0,8.0,5.388367729831145,8.5,0
Gene_7263,1.0,8.0,5.306754221388368,8.5,0
Gene_7262,1.0,8.0,4.281425891181988,8.5,0
Gene_7261,1.0,8.0,3.8714821763602245,8.5,0
Gene_7260,1.0,8.0,6.040337711069419,8.5,0
Gene_7259,1.0,8.0,4.940900562851782,8.5,0
Gene_7258,1.0,8.0,4.99437148217636,8.5,0
Gene_7257,1.0,8.0,4.488742964352721,8.5,0
Gene_7256,1.0,8.0,4.521575984990619,8.5,0
Gene_7255,1.0,8.0,4.443714821763603,8.5,0
Gene_7254,1.0,8.0,4.460600375234521,8.5,0
Gene_7253,1.0,8.0,6.547842401500938,8.5,0
Gene_7252,1.0,8.0,3.8958724202626636,8.5,0
Gene_7251,1.0,8.0,4.716697936210132,8.5,0
Gene_7250,1.0,8.0,5.103189493433396,8.5,0
Gene_7249,1.0,8.0,4.3836772983114445,8.5,0
Gene_7248,1.0,8.0,5.547842401500938,8.5,0
Gene_7279,1.0,8.0,5.892120075046905,8.5,0
Gene_7278,1.0,8.0,5.967166979362101,8.5,0
Gene_7277,1.0,8.0,3.9840525328330205,8.5,0
Gene_7276,1.0,8.0,3.8855534709193247,8.5,0
Gene_7275,1.0,8.0,4.547842401500938,8.5,0
Gene_7274,1.0,8.0,4.730769230769231,8.5,0
Gene_7273,1.0,8.0,3.8564727954971856,8.5,0
Gene_7272,1.0,8.0,6.903377110694184,8.5,0
Gene_7271,1.0,8.0,6.595684803001877,8.5,0
Gene_7270,1.0,8.0,4.348030018761726,8.5,0
Gene_7269,1.0,8.0,4.1726078799249535,8.5,0
Gene_7268,1.0,8.0,3.7016885553470913,8.5,0
Gene_7267,1.0,8.0,5.902439024390244,8.5,0
Gene_7266,1.0,8.0,3.5206378986866786,8.5,0
Gene_7265,1.0,8.0,6.594746716697937,8.5,0
Gene_7264,1.0,8.0,4.151031894934334,8.5,0
Gene_7295,1.0,8.0,5.050656660412757,8.5,0
Gene_7294,1.0,8.0,4.198874296435272,8.5,0
Gene_7293,1.0,8.0,5.26735459662289,8.5,0
Gene_7292,1.0,8.0,4.212945590994371,8.5,0
Gene_7291,1.0,8.0,4.522514071294559,8.5,0
Gene_7290,1.0,8.0,5.232645403377111,8.5,0
Gene_7289,1.0,8.0,5.985928705440901,8.5,0
Gene_7288,1.0,8.0,4.305816135084427,8.5,0
Gene_7287,1.0,8.0,6.070356472795497,8.5,0
Gene_7286,1.0,8.0,5.775797373358349,8.5,0
Gene_7285,1.0,8.0,3.9155722326454034,8.5,0
Gene_7284,1.0,8.0,3.9446529080675417,8.5,0
Gene_7283,1.0,8.0,4.23264540337711,8.5,0
Gene_7282,1.0,8.0,4.113508442776736,8.5,0
Gene_7281,1.0,8.0,4.215759849906191,8.5,0
Gene_7280,1.0,8.0,4.634146341463414,8.5,0
Gene_7311,1.0,8.0,4.468105065666041,8.5,0
Gene_7310,1.0,8.0,7.230769230769231,8.5,0
Gene_7309,1.0,8.0,4.6801125703564725,8.5,0
Gene_7308,1.0,8.0,3.9136960600375237,8.5,0
Gene_7307,1.0,8.0,6.344277673545966,8.5,0
Gene_7306,1.0,8.0,5.171669793621013,8.5,0
Gene_7305,1.0,8.0,4.434333958724203,8.5,0
Gene_7304,1.0,8.0,6.174484052532834,8.5,0
Gene_7303,1.0,8.0,4.586303939962477,8.5,0
Gene_7302,1.0,8.0,5.433395872420262,8.5,0
Gene_7301,1.0,8.0,6.357410881801126,8.5,0
Gene_7300,1.0,8.0,4.814258911819888,8.5,0
Gene_7299,1.0,8.0,5.422138836772983,8.5,0
Gene_7298,1.0,8.0,5.593808630393996,8.5,0
Gene_7297,1.0,8.0,5.829268292682927,8.5,0
Gene_7296,1.0,8.0,3.346153846153846,8.5,0
Gene_7327,1.0,8.0,5.7485928705440905,8.5,0
Gene_7326,1.0,8.0,5.5525328330206385,8.5,0
Gene_7325,1.0,8.0,4.837711069418386,8.5,0
Gene_7324,1.0,8.0,4.4906191369606,8.5,0
Gene_7323,1.0,8.0,5.9399624765478425,8.5,0
Gene_7322,1.0,8.0,4.625703564727955,8.5,0
Gene_7321,1.0,8.0,4.607879924953096,8.5,0
Gene_7320,1.0,8.0,5.532833020637899,8.5,0
Gene_7319,1.0,8.0,4.51219512195122,8.5,0
Gene_7318,1.0,8.0,4.960600375234522,8.5,0
Gene_7317,1.0,8.0,4.487804878048781,8.5,0
Gene_7316,1.0,8.0,3.068480300187617,8.5,0
Gene_7315,1.0,8.0,4.158536585365853,8.5,0
Gene_7314,1.0,8.0,4.75797373358349,8.5,0
Gene_7313,1.0,8.0,5.922138836772984,8.5,0
Gene_7312,1.0,8.0,5.671669793621014,8.5,0
Gene_7343,1.0,8.0,4.651969981238274,8.5,0
Gene_7342,1.0,8.0,4.315196998123827,8.5,0
Gene_7341,1.0,8.0,4.897748592870544,8.5,0
Gene_7340,1.0,8.0,4.158536585365853,8.5,0
Gene_7339,1.0,8.0,5.258911819887429,8.5,0
Gene_7338,1.0,8.0,3.4812382739212007,8.5,0
Gene_7337,1.0,8.0,6.345215759849907,8.5,0
Gene_7336,1.0,8.0,4.766416510318949,8.5,0
Gene_7335,1.0,8.0,5.261726078799249,8.5,0
Gene_7334,1.0,8.0,5.435272045028142,8.5,0
Gene_7333,1.0,8.0,6.451219512195122,8.5,0
Gene_7332,1.0,8.0,3.603189493433396,8.5,0
Gene_7331,1.0,8.0,5.954033771106943,8.5,0
Gene_7330,1.0,8.0,4.467166979362101,8.5,0
Gene_7329,1.0,8.0,4.080675422138836,8.5,0
Gene_7328,1.0,8.0,5.311444652908067,8.5,0
Gene_7359,1.0,8.0,5.022514071294559,8.5,0
Gene_7358,1.0,8.0,5.815196998123827,8.5,0
Gene_7357,1.0,8.0,5.1360225140712945,8.5,0
Gene_7356,1.0,8.0,6.021575984990619,8.5,0
Gene_7355,1.0,8.0,4.509380863039399,8.5,0
Gene_7354,1.0,8.0,6.147279549718574,8.5,0
Gene_7353,1.0,8.0,4.1876172607879925,8.5,0
Gene_7352,1.0,8.0,5.127579737335834,8.5,0
Gene_7351,1.0,8.0,4.0037523452157595,8.5,0
Gene_7350,1.0,8.0,4.51313320825516,8.5,0
Gene_7349,1.0,8.0,6.642589118198874,8.5,0
Gene_7348,1.0,8.0,5.170731707317073,8.5,0
Gene_7347,1.0,8.0,2.341463414634146,8.5,0
Gene_7346,1.0,8.0,3.796435272045028,8.5,0
Gene_7345,1.0,8.0,6.066604127579738,8.5,0
Gene_7344,1.0,8.0,4.709193245778612,8.5,0
Gene_7375,1.0,8.0,5.202626641651031,8.5,0
Gene_7374,1.0,8.0,6.059099437148218,8.5,0
Gene_7373,1.0,8.0,5.846153846153847,8.5,0
Gene_7372,1.0,8.0,4.6726078799249535,8.5,0
Gene_7371,1.0,8.0,6.773921200750469,8.5,0
Gene_7370,1.0,8.0,3.7983114446529074,8.5,0
Gene_7369,1.0,8.0,4.723264540337711,8.5,0
Gene_7368,1.0,8.0,4.448405253283302,8.5,0
Gene_7367,1.0,8.0,4.364915572232645,8.5,0
Gene_7366,1.0,8.0,4.2879924953095685,8.5,0
Gene_7365,1.0,8.0,5.320825515947467,8.5,0
Gene_7364,1.0,8.0,6.677298311444653,8.5,0
Gene_7363,1.0,8.0,5.393996247654784,8.5,0
Gene_7362,1.0,8.0,4.461538461538462,8.5,0
Gene_7361,1.0,8.0,6.545028142589118,8.5,0
Gene_7360,1.0,8.0,4.625703564727955,8.5,0
Gene_7391,1.0,8.0,3.7091932457786116,8.5,0
Gene_7390,1.0,8.0,3.554409005628518,8.5,0
Gene_7389,1.0,8.0,4.606941838649155,8.5,0
Gene_7388,1.0,8.0,3.5272045028142585,8.5,0
Gene_7387,1.0,8.0,5.7439024390243905,8.5,0
Gene_7386,1.0,8.0,4.902439024390244,8.5,0
Gene_7385,1.0,8.0,3.3780487804878048,8.5,0
Gene_7384,1.0,8.0,5.318011257035647,8.5,0
Gene_7383,1.0,8.0,4.073170731707317,8.5,0
Gene_7382,1.0,8.0,2.524390243902438,8.5,0
Gene_7381,1.0,8.0,4.6116322701688555,8.5,0
Gene_7380,1.0,8.0,4.821763602251407,8.5,0
Gene_7379,1.0,8.0,4.3273921200750465,8.5,0
Gene_7378,1.0,8.0,4.9474671669793615,8.5,0
Gene_7377,1.0,8.0,4.665103189493434,8.5,0
Gene_7376,1.0,8.0,5.24953095684803,8.5,0
Gene_7407,1.0,8.0,5.090056285178236,8.5,0
Gene_7406,1.0,8.0,4.689493433395872,8.5,0
Gene_7405,1.0,8.0,5.242964352720451,8.5,0
Gene_7404,1.0,8.0,3.7542213883677293,8.5,0
Gene_7403,1.0,8.0,5.059099437148218,8.5,0
Gene_7402,1.0,8.0,5.131332082551595,8.5,0
Gene_7401,1.0,8.0,4.524390243902439,8.5,0
Gene_7400,1.0,8.0,5.676360225140713,8.5,0
Gene_7399,1.0,8.0,5.392120075046904,8.5,0
Gene_7398,1.0,8.0,6.627579737335836,8.5,0
Gene_7397,1.0,8.0,4.841463414634147,8.5,0
Gene_7396,1.0,8.0,4.2514071294559095,8.5,0
Gene_7395,1.0,8.0,4.181050656660413,8.5,0
Gene_7394,1.0,8.0,5.1116322701688555,8.5,0
Gene_7393,1.0,8.0,5.23827392120075,8.5,0
Gene_7392,1.0,8.0,4.987804878048781,8.5,0
Gene_7423,1.0,8.0,4.230769230769231,8.5,0
Gene_7422,1.0,8.0,5.165103189493433,8.5,0
Gene_7421,1.0,8.0,6.0919324577861165,8.5,0
Gene_7420,1.0,8.0,4.422138836772983,8.5,0
Gene_7419,1.0,8.0,3.524390243902439,8.5,0
Gene_7418,1.0,8.0,5.568480300187617,8.5,0
Gene_7417,1.0,8.0,6.732645403377111,8.5,0
Gene_7416,1.0,8.0,3.788930581613508,8.5,0
Gene_7415,1.0,8.0,3.2195121951219505,8.5,0
Gene_7414,1.0,8.0,4.098499061913696,8.5,0
Gene_7413,1.0,8.0,5.681988742964352,8.5,0
Gene_7412,1.0,8.0,4.378986866791744,8.5,0
Gene_7411,1.0,8.0,5.295497185741088,8.5,0
Gene_7410,1.0,8.0,5.564727954971858,8.5,0
Gene_7409,1.0,8.0,5.48968105065666,8.5,0
Gene_7408,1.0,8.0,5.833958724202627,8.5,0
Gene_7439,1.0,8.0,5.608818011257036,8.5,0
Gene_7438,1.0,8.0,3.760787992495309,8.5,0
Gene_7437,1.0,8.0,6.727954971857411,8.5,0
Gene_7436,1.0,8.0,5.544090056285178,8.5,0
Gene_7435,1.0,8.0,5.414634146341464,8.5,0
Gene_7434,1.0,8.0,5.141651031894935,8.5,0
Gene_7433,1.0,8.0,4.521575984990619,8.5,0
Gene_7432,1.0,8.0,5.117260787992496,8.5,0
Gene_7431,1.0,8.0,3.75046904315197,8.5,0
Gene_7430,1.0,8.0,5.73076923076923,8.5,0
Gene_7429,1.0,8.0,4.186679174484053,8.5,0
Gene_7428,1.0,8.0,6.071294559099437,8.5,0
Gene_7427,1.0,8.0,5.287054409005628,8.5,0
Gene_7426,1.0,8.0,6.4005628517823645,8.5,0
Gene_7425,1.0,8.0,5.49906191369606,8.5,0
Gene_7424,1.0,8.0,2.9915572232645404,8.5,0
Gene_7455,1.0,8.0,6.083489681050657,8.5,0
Gene_7454,1.0,8.0,5.911819887429644,8.5,0
Gene_7453,1.0,8.0,5.575046904315197,8.5,0
Gene_7452,1.0,8.0,4.1041275797373356,8.5,0
Gene_7451,1.0,8.0,3.642589118198874,8.5,0
Gene_7450,1.0,8.0,4.833020637898687,8.5,0
Gene_7449,1.0,8.0,3.869606003752345,8.5,0
Gene_7448,1.0,8.0,5.5,8.5,0
Gene_7447,1.0,8.0,4.7926829268292686,8.5,0
Gene_7446,1.0,8.0,4.909943714821764,8.5,0
Gene_7445,1.0,8.0,5.202626641651031,8.5,0
Gene_7444,1.0,8.0,3.9221388367729833,8.5,0
Gene_7443,1.0,8.0,4.469043151969982,8.5,0
Gene_7442,1.0,8.0,6.222326454033771,8.5,0
Gene_7441,1.0,8.0,4.5600375234521575,8.5,0
Gene_7440,1.0,8.0,4.432457786116323,8.5,0
Gene_7471,1.0,8.0,5.4005628517823645,8.5,0
Gene_7470,1.0,8.0,5.6041275797373356,8.5,0
Gene_7469,1.0,8.0,6.399624765478425,8.5,0
Gene_7468,1.0,8.0,5.324577861163227,8.5,0
Gene_7467,1.0,8.0,4.784240150093809,8.5,0
Gene_7466,1.0,8.0,5.556285178236397,8.5,0
Gene_7465,1.0,8.0,6.549718574108818,8.5,0
Gene_7464,1.0,8.0,6.219512195121951,8.5,0
Gene_7463,1.0,8.0,6.7636022514071295,8.5,0
Gene_7462,1.0,8.0,4.152908067542214,8.5,0
Gene_7461,1.0,8.0,5.106003752345217,8.5,0
Gene_7460,1.0,8.0,3.1857410881801123,8.5,0
Gene_7459,1.0,8.0,5.137898686679174,8.5,0
Gene_7458,1.0,8.0,5.5553470919324575,8.5,0
Gene_7457,1.0,8.0,5.137898686679174,8.5,0
Gene_7456,1.0,8.0,4.348968105065666,8.5,0
Gene_7487,1.0,8.0,5.031894934333959,8.5,0
Gene_7486,1.0,8.0,5.359287054409005,8.5,0
Gene_7485,1.0,8.0,3.8405253283302065,8.5,0
Gene_7484,1.0,8.0,4.363039399624765,8.5,0
Gene_7483,1.0,8.0,3.6294559099437147,8.5,0
Gene_7482,1.0,8.0,3.1829268292682924,8.5,0
Gene_7481,1.0,8.0,5.771106941838649,8.5,0
Gene_7480,1.0,8.0,4.046904315196998,8.5,0
Gene_7479,1.0,8.0,6.232645403377111,8.5,0
Gene_7478,1.0,8.0,5.645403377110694,8.5,0
Gene_7477,1.0,8.0,4.578799249530957,8.5,0
Gene_7476,1.0,8.0,4.7560975609756095,8.5,0
Gene_7475,1.0,8.0,5.392120075046904,8.5,0
Gene_7474,1.0,8.0,5.446529080675422,8.5,0
Gene_7473,1.0,8.0,5.413696060037524,8.5,0
